Year,heating,cooling & ventilation,envelope,lighting,appliances,other
electricity (BTU),2972720000000.0,9701420000000.0,0.0,1536620000000.0,8520860000000.0,6537710000000.0
coal (BTU),0.0,0.0,0.0,0.0,0.0,0.0
natural gas (BTU),5578390000000.0,0.0,0.0,0.0,3079190000000.0,517191000000.0
petroleum diesel (BTU),1401760000.0,0.0,0.0,0.0,0.0,4153100000.0
heat (BTU),0.0,0.0,0.0,0.0,0.0,0.0
biomass (BTU),538358000000.0,0.0,0.0,0.0,0.0,0.0
kerosene (BTU),0.0,0.0,0.0,0.0,0.0,0.0
heavy or residual fuel oil (BTU),0.0,0.0,0.0,0.0,0.0,0.0
LPG propane or butane (BTU),1359400000000.0,0.0,0.0,0.0,620751000000.0,239475000000.0
hydrogen (BTU),0.0,0.0,0.0,0.0,0.0,0.0
